gene_id	gene_label
OMIM:607446	BMIQ3
OMIM:607454	SCA21
OMIM:607456	CIRH1A
OMIM:607458	SCA18
OMIM:607461	DYM
OMIM:607462	ATN1
OMIM:607465	CDAN1
OMIM:607474	HGD
OMIM:607478	TPH2
OMIM:607479	APCDD1
OMIM:607481	MMAA
OMIM:607488	DYT15
OMIM:607491	POFUT1
OMIM:607492	PACS1
OMIM:607498	MGR3
OMIM:607499	BULN
OMIM:607501	MGR4
OMIM:607508	MGR5
OMIM:607511	ADAMTS17
OMIM:607512	ADAMTS18
OMIM:607514	BMIQ10
OMIM:607516	MGR6
OMIM:607521	HPS5
OMIM:607522	HPS6
OMIM:607536	CRTC1
OMIM:607537	MAML2
OMIM:607542	KCNQ1
OMIM:607544	LRPPRC
OMIM:607556	TWIST2
OMIM:607557	SLC17A8
OMIM:607562	IL23R
OMIM:607566	EPM2A
OMIM:607568	MMAB
OMIM:607574	ARSA
OMIM:607584	SPG24
OMIM:607585	ATM
OMIM:607590	BBS7
OMIM:607592	HPCQTL19
OMIM:607601	TICAM1
OMIM:607604	KCNV2
OMIM:607606	KRT9
OMIM:607608	SMPD1
OMIM:607623	NPC1
OMIM:607632	PSENEN
OMIM:607633	XDH
OMIM:607640	ATXN7
OMIM:607642	RAI1
OMIM:607643	FSCN2
OMIM:607644	CANDF3
OMIM:607649	OSTM1
OMIM:607657	CTH
OMIM:607664	GNS
OMIM:607671	DYT13
OMIM:607672	CLCF1
OMIM:607683	DFNA52
OMIM:607687	HDLC3
OMIM:607690	SAR1B
OMIM:607693	SECISBP2
OMIM:607696	USH1G
OMIM:607697	SBF2
OMIM:607704	KANK1
OMIM:607709	TJP2
OMIM:607728	POROK4
OMIM:607751	TAS2R38
OMIM:607759	ITGA2B
OMIM:607761	KIRREL3
OMIM:607764	HSD3B7
OMIM:607772	PLEKHA1
OMIM:607786	PCSK9
OMIM:607788	MCFD2
OMIM:607796	PHF11
OMIM:607800	ABCA12
OMIM:607803	CNNM2
OMIM:607805	CNNM4
OMIM:607809	ACAT1
OMIM:607814	RGS9BP
OMIM:607817	VPS13B
OMIM:607818	ZNF365
OMIM:607829	MMVP2
OMIM:607830	FRAS1
OMIM:607837	CLN8
OMIM:607838	GNPTG
OMIM:607839	GBE1
OMIM:607840	GNPTAB
OMIM:607842	CAA
OMIM:607844	LEMD3
OMIM:607853	PAND2
OMIM:607854	BEST1
OMIM:607857	PSORS9
OMIM:607867	RCBTB1
OMIM:607872	DEL1p36
OMIM:607876	FAME2
OMIM:607878	NNT
OMIM:607882	SLC52A2
OMIM:607883	SLC52A1
OMIM:607892	DSG4
OMIM:607893	OVCAS1
OMIM:607900	FERMT1
OMIM:607901	FERMT3
OMIM:607904	CACNA1H
OMIM:607905	ALG2
OMIM:607922	A4GALT
OMIM:607928	DFNB31
OMIM:607929	CCM2
OMIM:607939	SUMF1
OMIM:607949	MTBS1
OMIM:607951	CEP57
OMIM:607961	SEMA7A
OMIM:607965	SLEN1
OMIM:607966	SLEN2
OMIM:607967	SLEN3
OMIM:607968	BBS9
OMIM:607976	COX4I2
OMIM:607983	GORAB
OMIM:607984	SPRY4
OMIM:607985	NAGPA
OMIM:607998	TPP1
OMIM:608002	NPHP3
OMIM:608005	SIL1
OMIM:608010	NPC1L1
OMIM:608014	HSPB8
OMIM:608025	NBAS
OMIM:608026	HNP1
OMIM:608027	PCH3
OMIM:608029	SCAR6
OMIM:608031	ALS7
OMIM:608034	ASPA
OMIM:608035	CMM4
OMIM:608036	NIDDM4
OMIM:608041	ANTXR2
OMIM:608047	UBE3B
OMIM:608049	AUTS3
OMIM:608053	ETFA
OMIM:608059	HES7
OMIM:608072	NHLRC1
OMIM:608078	SCZD11
OMIM:608083	APOC2
OMIM:608088	HSN1B
OMIM:608092	PALLD
OMIM:608096	ETL2
OMIM:608098	PVNH3
OMIM:608100	NFU1
OMIM:608102	CLN5
OMIM:608103	ALG8
OMIM:608105	EPRPDC
OMIM:608107	MEFV
OMIM:608109	PUS1
OMIM:608111	FANCL
OMIM:608124	XYLT1
OMIM:608125	XYLT2
OMIM:608132	TTC8
OMIM:608135	ASPN
OMIM:608136	ARHGEF10
OMIM:608137	NSMF
OMIM:608145	NIPA1
OMIM:608148	SATB2
OMIM:608151	WDR19
OMIM:608156	NMLFS
OMIM:608160	SOX9
OMIM:608166	SEMA3E
OMIM:608167	KCNT1
OMIM:608171	CACNA2D4
OMIM:608172	DHDDS
OMIM:608173	AITD1
OMIM:608174	AITD2
OMIM:608176	AITD4
OMIM:608177	EXT1
OMIM:608179	ATCAY
OMIM:608181	SPG21
OMIM:608183	CHSY1
OMIM:608201	CDK5RAP2
OMIM:608204	UNC93B1
OMIM:608206	SH3TC2
OMIM:608207	KAZA1
OMIM:608210	EXT2
OMIM:608212	IRGM
OMIM:608214	SCN3B
OMIM:608219	DFNB38
OMIM:608220	SPG25
OMIM:608221	MASTL
OMIM:608222	ADSL
OMIM:608224	DFNA41
OMIM:608226	NANOS1
OMIM:608241	SNIP1
OMIM:608244	OTSC3
OMIM:608248	KRT74
OMIM:608251	PHOBS
OMIM:608254	PAXIP1
OMIM:608256	SCN4B
OMIM:608264	DFNB40
OMIM:608272	NEU1
OMIM:608283	KIF21A
OMIM:608289	IGF2BP2
OMIM:608300	NAGS
OMIM:608307	CPS1
OMIM:608309	PINK1
OMIM:608310	ASL
OMIM:608313	ARG1
OMIM:608316	CHDS2
OMIM:608318	CHDS4
OMIM:608331	SLC36A2
OMIM:608345	NYS3
OMIM:608347	DCXR
OMIM:608348	BCKDHA
OMIM:608360	LRRC8A
OMIM:608363	DUP22q11.2
OMIM:608366	KIAA1199
OMIM:608367	MYP17
OMIM:608371	OFC4
OMIM:608372	DFNA49
OMIM:608374	HFE2
OMIM:608381	CERKL
OMIM:608391	AIS2
OMIM:608392	AIS3
OMIM:608394	DFNA43
OMIM:608396	SLC9A9
OMIM:608400	USH2A
OMIM:608410	BMIQ7
OMIM:608414	PLCE1
OMIM:608419	MCEE
OMIM:608423	LGMD1F
OMIM:608428	CYP26C1
OMIM:608429	CHST14
OMIM:608437	SLEB4
OMIM:608441	SYNE1
OMIM:608442	SYNE2
OMIM:608445	SSD
OMIM:608447	CIMT
OMIM:608448	IBD9
OMIM:608451	ETHE1
OMIM:608455	PYGM
OMIM:608462	HSCR8
OMIM:608465	SETX
OMIM:608474	MYP5
OMIM:608480	SLC26A8
OMIM:608488	SMOC1
OMIM:608500	PRICKLE1
OMIM:608501	PRICKLE2
OMIM:608507	MFN2
OMIM:608508	CYBA
OMIM:608512	NCF1
OMIM:608515	NCF2
OMIM:608517	MYPN
OMIM:608520	MDD1
OMIM:608526	PDON2
OMIM:608537	VHL
OMIM:608539	GLIS2
OMIM:608542	ANIB2
OMIM:608543	SCZD12
OMIM:608545	LRSL
OMIM:608547	VKORC1
OMIM:608548	HMCN1
OMIM:608552	VPS33B
OMIM:608557	MCI2
OMIM:608558	BMIQ5
OMIM:608559	BMIQ6
OMIM:608562	PAPA4
OMIM:608568	MYH14
OMIM:608576	GRHL2
OMIM:608580	MYH16
OMIM:608581	RP1L1
OMIM:608583	ATFB1
OMIM:608586	KTCN3
OMIM:608591	CMT2G
OMIM:608593	CFHR5
OMIM:608595	NPSR1
OMIM:608614	CYP4V2
OMIM:608626	STRADA
OMIM:608630	ROBO3
OMIM:608631	ASPG2
OMIM:608633	CASP12
OMIM:608636	AUTS4
OMIM:608638	ASPG1
OMIM:608645	DFNA31
OMIM:608646	CILD4
OMIM:608648	SEC63
OMIM:608652	DFNA47
OMIM:608653	DFNB32
OMIM:608656	HPC3
OMIM:608658	HPC4
OMIM:608662	ANO5
OMIM:608663	ANO6
OMIM:608664	SCKL3
OMIM:608665	PSMC3IP
OMIM:608666	PEX26
OMIM:608667	NIPBL
OMIM:608677	MIB1
OMIM:608684	NIN
OMIM:608687	SCA20
OMIM:608691	MDD2
OMIM:608695	JOAG2
OMIM:608696	GLC1K
OMIM:608697	FIGLA
OMIM:608699	BMPER
OMIM:608700	NMNAT1
OMIM:608703	SCA25
OMIM:608706	DYX1C1
OMIM:608707	CDON
OMIM:608710	WG
OMIM:608713	CYP2R1
OMIM:608735	SLC39A13
OMIM:608742	HYT4
OMIM:608750	ALG3
OMIM:608752	C1QTNF5
OMIM:608753	TSEN2
OMIM:608754	TSEN34
OMIM:608755	TSEN54
OMIM:608761	SLC5A7
OMIM:608762	EIG3
OMIM:608769	PDHX
OMIM:608770	DLAT
OMIM:608771	MED13L
OMIM:608774	ANKK1
OMIM:608778	KLHL10
OMIM:608780	GTF2H5
OMIM:608781	ASPG3
OMIM:608786	PC
OMIM:608787	OTSC5
OMIM:608792	GIPC3
OMIM:608796	MYMY3
OMIM:608798	DFNA5
OMIM:608801	GCDH
OMIM:608803	GJC2
OMIM:608815	EFHC1
OMIM:608816	EJM3
OMIM:608829	SUMO4
OMIM:608830	RDH12
OMIM:608831	RLS2
OMIM:608833	RTEL1
OMIM:608845	ARL6
OMIM:608850	MCDR3
OMIM:608852	PLF
OMIM:608869	LRIG2
OMIM:608875	GEVQ1
OMIM:608878	GEVQ2
OMIM:608886	PPARGC1B
OMIM:608892	CHD7
OMIM:608893	SLC6A19
OMIM:608894	AHI1
OMIM:608896	SGCG
OMIM:608897	UNC13D
OMIM:608903	ADHD1
OMIM:608904	ADHD2
OMIM:608905	ADHD3
OMIM:608906	ADHD4
OMIM:608907	AD9
OMIM:608908	MYP6
OMIM:608918	ATPAF2
OMIM:608921	PITPNM3
OMIM:608922	ARL13B
OMIM:608932	KTCN2
OMIM:608935	LNCR1
OMIM:608944	FREM1
OMIM:608945	FREM2
OMIM:608958	ADA
OMIM:608965	CABP4
OMIM:608968	MAFB
OMIM:608977	DNAJC19
OMIM:608982	STQTL5
OMIM:608988	ATFB2
OMIM:608990	ADAMTS10
OMIM:608995	DYX8
OMIM:609007	LRRK2
OMIM:609010	MCCC1
OMIM:609014	MCCC2
OMIM:609017	ERMAP
OMIM:609018	HLCS
OMIM:609019	BTD
OMIM:609023	PNKD
OMIM:609025	KRT75
OMIM:609026	ARCC1
OMIM:609029	DER22t11-22
OMIM:609039	NRCLP3
OMIM:609041	SPG27
OMIM:609044	FFAR4
OMIM:609058	MUT
OMIM:609059	PNPLA2
OMIM:609062	POU6F2
OMIM:609113	TELM
OMIM:609115	LGMD1G
OMIM:609116	RRIS
OMIM:609118	PDCD10
OMIM:609122	ANIB3
OMIM:609139	REEP1
OMIM:609144	FLVCR1
OMIM:609153	PSHK2
OMIM:609173	CASC5
OMIM:609179	MGR7
OMIM:609186	D2HGDH
OMIM:609187	C7orf10
OMIM:609188	MPLKIP
OMIM:609195	SPG26
OMIM:609196	MRAP
OMIM:609197	GCCD3
OMIM:609204	MRPS16
OMIM:609218	FHASD
OMIM:609237	IQCB1
OMIM:609239	LPAR6
OMIM:609245	GPSM2
OMIM:609252	LIPI
OMIM:609253	FEB6
OMIM:609255	FEB5
OMIM:609256	MYP7
OMIM:609257	MYP8
OMIM:609258	MYP9
OMIM:609259	MYP10
OMIM:609261	STUT2
OMIM:609262	CRBN
OMIM:609266	LFS3
OMIM:609269	KIAA0319
OMIM:609270	SCAR7
OMIM:609271	KTCN4
OMIM:609275	RAB3GAP2
OMIM:609279	CENPJ
OMIM:609291	SPRED1
OMIM:609299	HPC5
OMIM:609300	CYP17A1
OMIM:609302	SLC25A22
OMIM:609309	MSH2
OMIM:609312	DBH
OMIM:609314	RSPH1
OMIM:609319	HCHGQ1
OMIM:609320	HCHGQ2
OMIM:609332	TTC7A
OMIM:609334	DUP18pDEL18q
OMIM:609342	GIF
OMIM:609353	ESCO2
OMIM:609354	BMND5
OMIM:609367	KIAA1279
OMIM:609376	CATCN1
OMIM:609378	AUTS6
OMIM:609382	IER3IP1
OMIM:609383	NIPAL4
OMIM:609384	CFEOM3C
OMIM:609390	FIG4
OMIM:609397	STOX1
OMIM:609400	AIS4
OMIM:609402	PEE2
OMIM:609403	PEE3
OMIM:609408	HPE8
OMIM:609412	ERCC8
OMIM:609413	ERCC6
OMIM:609414	PIKFYVE
OMIM:609415	MIR17HG
OMIM:609425	DEL3q29
OMIM:609427	LHFPL5
OMIM:609428	TUKLS
OMIM:609435	NDUFA13
OMIM:609449	NDE1
OMIM:609454	PSNP2
OMIM:609456	MDCMP
OMIM:609457	HAL
OMIM:609458	MAN2B1
OMIM:609469	NEDE
OMIM:609470	LVNC2
OMIM:609471	GBA2
OMIM:609489	MANBA
OMIM:609502	CDHR1
OMIM:609506	CYP27B1
OMIM:609507	TOPORS
OMIM:609510	IL31RA
OMIM:609512	CHMP2B
OMIM:609520	THAP1
OMIM:609523	ALDH3A2
OMIM:609526	PLEKHG4
OMIM:609541	SPOAN
OMIM:609558	HPC6
OMIM:609562	CPA6
OMIM:609570	MGR8
OMIM:609572	PPR2
OMIM:609573	PPR3
OMIM:609575	ACADVL
OMIM:609577	CUL7
OMIM:609578	RCM2
OMIM:609584	L2HGDH
OMIM:609588	GLRX5
OMIM:609591	RIT1
OMIM:609595	RSPO1
OMIM:609607	PVRL4
OMIM:609617	SLC30A2
OMIM:609625	DEL10q26
OMIM:609630	CLLS1
OMIM:609633	MAFD3
OMIM:609636	AD10
OMIM:609644	FANCM
OMIM:609647	DFNB46
OMIM:609648	NLRP12
OMIM:609649	TRICY1
OMIM:609653	NDUFAF2
OMIM:609656	BSZQTL
OMIM:609657	BSZQTL2
OMIM:609661	NLRP7
OMIM:609669	WDR36
OMIM:609670	MGR9
OMIM:609671	STEAP3
OMIM:609678	SLITRK1
OMIM:609695	HPD
OMIM:609701	NAGLU
OMIM:609708	LPL
OMIM:609712	PKLR
OMIM:609727	SPG29
OMIM:609739	ILDR1
OMIM:609745	GLC1I
OMIM:609750	EIG4
OMIM:609751	ACOX1
OMIM:609754	CELIAC2
OMIM:609757	DUP7q11.23
OMIM:609761	TRIOBP
OMIM:609762	BLOC1S3
OMIM:609782	AAA2
OMIM:609790	AD11
OMIM:609797	BICD2
OMIM:609799	NEK8
OMIM:609800	GEFSP4
OMIM:609802	SLC24A5
OMIM:609806	HMBS
OMIM:609815	ZD1
OMIM:609822	STQTL7
OMIM:609825	COQ2
OMIM:609826	SLC34A3
OMIM:609831	MMACHC
OMIM:609840	SLC24A4
OMIM:609845	SI
OMIM:609856	SPATA16
OMIM:609862	TMPRSS6
OMIM:609863	TCTN1
OMIM:609868	SPATA7
OMIM:609875	ATOH7
OMIM:609876	BMND6
OMIM:609883	MKS1
OMIM:609884	TMEM67
OMIM:609888	LPRS
OMIM:609893	CHNG3
OMIM:609903	SLEB5
OMIM:609913	RP32
OMIM:609915	CMD1Q
OMIM:609918	GBD2
OMIM:609919	GBD3
OMIM:609922	EHBP1
OMIM:609927	VPS37A
OMIM:609941	DFNB51
OMIM:609946	DFNB47
OMIM:609948	RNF216
OMIM:609952	DFNB55
OMIM:609954	ASPG4
OMIM:609955	GINGF3
OMIM:609958	ASRT3
OMIM:609965	DFNA53
OMIM:609985	PAND3
OMIM:609994	MYP11
OMIM:609995	MYP12
OMIM:610035	VPS45
OMIM:610036	CLDN19
OMIM:610045	ALDH5A1
OMIM:610053	TUBGCP6
OMIM:610055	CC2D1A
OMIM:610057	TECR
OMIM:610060	POLR1C
OMIM:610062	DNAL1
OMIM:610064	ODS1
OMIM:610065	SLEB7
OMIM:610066	SLEB8
OMIM:610071	HRPT3
OMIM:610079	SIAE
OMIM:610083	TENM3
OMIM:610099	MPD3
OMIM:610110	ANO3
OMIM:610113	ADAMTSL4
OMIM:610114	STQTL8
OMIM:610132	VANGL1
OMIM:610141	QTV
OMIM:610142	CEP290
OMIM:610143	DFNB62
OMIM:610148	BBS10
OMIM:610150	CCT5
OMIM:610154	DFNB44
OMIM:610155	IDDM19
OMIM:610158	FECD2
OMIM:610162	CCDC28B
OMIM:610170	KYPSC1
OMIM:610192	GLIS3
OMIM:610194	B3GALNT2
OMIM:610197	MED25
OMIM:610206	SLC4A11
OMIM:610212	DFNB66
OMIM:610213	ANIB4
OMIM:610219	DFNB59
OMIM:610222	RIN2
OMIM:610226	ZNF750
OMIM:610230	TRMU
OMIM:610234	SPD3
OMIM:610239	HDLCQ4
OMIM:610243	ZFYVE27
OMIM:610247	EOE1
OMIM:610248	DFNB65
OMIM:610260	IHPS2
OMIM:610261	HYT5
OMIM:610262	HYT6
OMIM:610272	PIGT
OMIM:610273	PIGM
OMIM:610274	PIGV
OMIM:610277	ORAI1
OMIM:610285	DOK7
OMIM:610290	GALNT12
OMIM:610292	BANK1
OMIM:610294	INTLQ3
OMIM:610295	INTLQ2
OMIM:610308	B3GALTL
OMIM:610316	PNPT1
OMIM:610320	MYP14
OMIM:610321	HPC7
OMIM:610326	RNASEH2B
OMIM:610330	RNASEH2C
OMIM:610339	LEPRE1
OMIM:610341	LEPREL1
OMIM:610345	AGK
OMIM:610355	PALB2
OMIM:610361	OFC9
OMIM:610362	RAX2
OMIM:610389	LAMTOR2
OMIM:610422	APMR2
OMIM:610430	WM2
OMIM:610436	RTTN
OMIM:610438	RLS3
OMIM:610439	RLS4
OMIM:610453	HGSNAT
OMIM:610456	SAMD9
OMIM:610511	SEC23A
OMIM:610512	SEC23B
OMIM:610513	ATP13A2
OMIM:610516	GLYCTK
OMIM:610523	CEP41
OMIM:610528	CHD8
OMIM:610531	FAM126A
OMIM:610533	WWC1
OMIM:610535	GLC1M
OMIM:610540	GNAS-AS1
OMIM:610543	DEL16p13.3
OMIM:610550	MAT1A
OMIM:610564	PDSS2
OMIM:610572	MARVELD2
OMIM:610573	RSPO4
OMIM:610576	ARHGAP9
OMIM:610598	PRCD
OMIM:610613	CYP11B1
OMIM:610619	F12
OMIM:610622	FUZ
OMIM:610635	CTHRC1
OMIM:610647	NAT8L
OMIM:610649	BSZQTL3
OMIM:610655	HHT4
OMIM:610657	KIAA0196
OMIM:610661	NGLY1
OMIM:610665	FCGR3B
OMIM:610670	CYP2U1
OMIM:610676	AUTS7
OMIM:610681	PFKM
OMIM:610683	BBS12 gene
OMIM:610683	BBS12
OMIM:610685	SHFLD2
OMIM:610690	HIBCH
OMIM:610693	HYLS1
OMIM:610707	PSORS8
OMIM:610708	OPA5
OMIM:610745	STRA6
OMIM:610746	DOLK
OMIM:610753	AA2
OMIM:610760	CLQTL2
OMIM:610761	HDLCQ5
OMIM:610767	ATG16L1
OMIM:610804	SLC35D1
OMIM:610805	RHDNS1
OMIM:610812	HYDIN
OMIM:610819	SLC25A38
OMIM:610827	ZNF335
OMIM:610836	AUTS11
OMIM:610838	AUTS12
OMIM:610839	OS4
OMIM:610840	MMVP3
OMIM:610844	SPG11
OMIM:610855	ANKRD26
OMIM:610860	AGL
OMIM:610863	GNB4
OMIM:610865	FLVCR2
OMIM:610873	MENAQ1
OMIM:610883	PTLS
OMIM:610897	CHMP4B
OMIM:610898	PSNP3
OMIM:610906	ASRT4
OMIM:610908	AUTS13
OMIM:610911	ARHGAP31
OMIM:610916	NSUN2
OMIM:610926	STHAG5
OMIM:610928	SOX17
OMIM:610931	ZFAT
OMIM:610933	LRSAM1
OMIM:610934	NOBOX
OMIM:610936	PSAT1
OMIM:610937	RPGRIP1L
OMIM:610948	HYT7
OMIM:610949	SYT14
OMIM:610956	DARS2
OMIM:610957	YARS2
OMIM:610966	FTO
OMIM:610982	INF2
OMIM:610991	OBSL1
OMIM:610997	HPC9
OMIM:611003	SQTL1
OMIM:611004	SQTL2
OMIM:611010	GINGF4
OMIM:611014	HYT8
OMIM:611026	FA2H
OMIM:611031	EKD2
OMIM:611034	SLC17A3
OMIM:611045	G6PC3
OMIM:611046	MTBS2
OMIM:611051	CCDC50
OMIM:611060	SETBP1
OMIM:611061	FAM20C
OMIM:611062	FAM20A
OMIM:611065	PPM1K
OMIM:611073	AD12
OMIM:611082	MIAT
OMIM:611088	CCDC65
OMIM:611089	MTMR14
OMIM:611094	MRT8
OMIM:611095	MRT9
OMIM:611096	MRT10
OMIM:611097	MRT11
OMIM:611100	HPC10
OMIM:611101	PLEKHG5
OMIM:611102	DEL15q15.3
OMIM:611103	ACAD9
OMIM:611104	FGD4
OMIM:611107	MRT4
OMIM:611109	CINN
OMIM:611119	KLHL7
OMIM:611124	MFSD8
OMIM:611139	CHDS8
OMIM:611145	SLC30A8
OMIM:611146	SLC30A10
OMIM:611147	PNKD2
OMIM:611150	ATXN10
OMIM:611152	AD13
OMIM:611153	XPA
OMIM:611154	AD14
OMIM:611155	AD15
OMIM:611177	IFT80
OMIM:611184	PIEZO1
OMIM:611185	RLS6
OMIM:611192	ANKRD11
OMIM:611203	DNAJC5
OMIM:611204	CCDC88C
OMIM:611223	AKT3
OMIM:611224	SUCLG1
OMIM:611236	TMEM38B
OMIM:611242	RLS5
OMIM:611247	MAFD4
OMIM:611252	SPG32
OMIM:611254	KIF7
OMIM:611258	TDRD7
OMIM:611259	CDKAL1
OMIM:611276	GLC1H
OMIM:611290	NHEJ1
OMIM:611302	SPAX2
OMIM:611313	ARMS2
OMIM:611317	PIK3R5
OMIM:611332	DNAJB6
OMIM:611358	RNF135
OMIM:611360	FANCI
OMIM:611364	EJM4
OMIM:611376	MGS
OMIM:611379	DIP2B
OMIM:611381	KAZA2
OMIM:611382	KAZA3
OMIM:611390	SPAX3
OMIM:611403	ASRT6
OMIM:611408	LCA5
OMIM:611409	OCA2
OMIM:611414	CALR3
OMIM:611420	CIZ1
OMIM:611421	SRCAP
OMIM:611423	CEP135
OMIM:611432	DOCK8
OMIM:611456	ETM3
OMIM:611458	GLB1
OMIM:611466	PLEKHM1
OMIM:611469	CRCS2
OMIM:611472	MBD5
OMIM:611492	CA2
OMIM:611494	ATFB5
OMIM:611495	CYP4F22
OMIM:611499	GUSB
OMIM:611501	CAMTA1
OMIM:611507	CISD2
OMIM:611515	FEB7
OMIM:611524	RARS2
OMIM:611531	EMG1
OMIM:611535	MAFD5
OMIM:611536	MAFD6
OMIM:611539	FOXD3
OMIM:611542	ARSB
OMIM:611543	CODA
OMIM:611547	STQTL9
OMIM:611549	NALCN
OMIM:611550	NCR3
OMIM:611559	UPK3A
OMIM:611562	SEPT12
OMIM:611570	FBP1
OMIM:611571	OTSC4
OMIM:611572	OTSC7
OMIM:611592	FARS2
OMIM:611598	CELIAC6
OMIM:611605	ERLIN2
OMIM:611606	MIR96
OMIM:611630	FMTLE
OMIM:611631	ETL4
OMIM:611632	UBIAD1
OMIM:611634	FEB9
OMIM:611637	PLSA1
OMIM:611642	HEPACAM
OMIM:611644	HSCR9
OMIM:611672	SLC46A1
OMIM:611684	SART3
OMIM:611687	KHDC3L
OMIM:611693	CLMP
OMIM:611695	TTBK2
OMIM:611706	MGR12
OMIM:611715	SRD5A3
OMIM:611716	ATP6V0A2
OMIM:611724	SHEP8
OMIM:611725	KCTD7
OMIM:611731	APC
OMIM:611738	BMND7
OMIM:611739	BMND8
OMIM:611761	LMF1
OMIM:611766	MTFMT
OMIM:611770	NKX2-6
OMIM:611776	NDUFAF4
OMIM:611778	GPD1L
OMIM:611849	MRPL44
OMIM:611863	MNDEC
OMIM:611867	DEL22q11.2
OMIM:611888	ERF
OMIM:611891	AAA3
OMIM:611892	ANIB6
OMIM:611897	NNO3
OMIM:611907	EA7
OMIM:611908	RFT1
OMIM:611910	SLC16A12
OMIM:611911	ISCU
OMIM:611913	DEL16p11.2
OMIM:611920	CPROTQ
OMIM:611925	GJC3
OMIM:611927	FAM83H
OMIM:611934	EIG5
OMIM:611935	MMADHC
OMIM:611936	DUP3q29
OMIM:611944	LMPH1B
OMIM:611945	SPG37
OMIM:611951	B9D2
OMIM:611955	HPC11
OMIM:611958	HPC14
OMIM:611959	HPC15
OMIM:611966	TRAPPC9
OMIM:612001	DEL15q13.3
OMIM:612003	GIGYF2
OMIM:612005	CELIAC7
OMIM:612006	CELIAC8
OMIM:612007	CELIAC9
OMIM:612008	CELIAC10
OMIM:612009	CELIAC11
OMIM:612010	CELIAC12
OMIM:612011	CELIAC13
OMIM:612012	ZFYVE26
OMIM:612013	CC2D2A
OMIM:612014	TTC21B
OMIM:612017	IHPS3
OMIM:612025	IYD
OMIM:612026	LARP7
OMIM:612030	CHDS9
OMIM:612035	AARS2
OMIM:612041	RNF212
OMIM:612048	TMEM43
OMIM:612051	BEAN1
OMIM:612074	RBM28
OMIM:612078	ZNF469
OMIM:612080	UQCRQ
OMIM:612083	MUSTQTL1
OMIM:612089	HPRHP
OMIM:612096	OTSC8
OMIM:612099	MFT2
OMIM:612105	KLLN
OMIM:612108	FGQTL1
OMIM:612110	BMND9
OMIM:612113	BMND10
OMIM:612114	BMND11
OMIM:612120	CIDEC
OMIM:612121	PNPLA1
OMIM:612161	ANIB7
OMIM:612162	ANIB8
OMIM:612163	TPCN2
OMIM:612165	RP29
OMIM:612169	FCGR2C
OMIM:612182	NAT2
OMIM:612192	ZFP57
OMIM:612221	STQTL10
OMIM:612222	GALNS
OMIM:612223	STQTL11
OMIM:612224	STQTL12
OMIM:612226	STQTL13
OMIM:612228	STQTL14
OMIM:612230	CRCS5
OMIM:612231	CRCS6
OMIM:612232	CRCS7
OMIM:612238	IS4
OMIM:612239	IS5
OMIM:612241	IBD12
OMIM:612242	DEL10q23
OMIM:612254	SLEB12
OMIM:612255	IBD15
OMIM:612259	IBD16
OMIM:612262	IBD18
OMIM:612263	CMM7
OMIM:612271	SHEP11
OMIM:612274	CILD8
OMIM:612277	ADAMTSL2
OMIM:612279	GEFSP6
OMIM:612280	FUCA1
OMIM:612283	PROC
OMIM:612288	IBD20
OMIM:612293	POROK5
OMIM:612306	TSHQTL1
OMIM:612309	F5
OMIM:612311	ADHD5
OMIM:612312	ADHD6
OMIM:612313	DEL2q32q33
OMIM:612322	FASTKD2
OMIM:612325	ICK
OMIM:612335	SPG38
OMIM:612337	DEL1q43q44
OMIM:612343	MUSQTL1
OMIM:612345	DEL2q31
OMIM:612348	THPH9
OMIM:612349	PAH
OMIM:612353	POROK6
OMIM:612354	IBD21
OMIM:612357	MAFD8
OMIM:612358	KNG1
OMIM:612360	NDUFAF5
OMIM:612361	SCZD14
OMIM:612367	ALPQTL2
OMIM:612368	ALPQTL3
OMIM:612369	ALPQTL4
OMIM:612372	MAFD9
OMIM:612373	SLC29A3
OMIM:612378	SLEB13
OMIM:612380	IBD22
OMIM:612381	IBD23
OMIM:612386	FECH
OMIM:612388	SS3
OMIM:612392	NDUFAF6
OMIM:612395	CHKB
OMIM:612396	ALLC
OMIM:612401	OS6
OMIM:612406	DYT17
OMIM:612410	PSORS10
OMIM:612414	LRTOMT
OMIM:612417	NRCLP4
OMIM:612418	TMEM70
OMIM:612421	AGA3
OMIM:612424	EYS
OMIM:612431	DFNA27
OMIM:612433	DFNB45
OMIM:612448	ARHI1
OMIM:612452	KANSL1
OMIM:612453	MEGF10
OMIM:612459	BMIQ13
OMIM:612460	BMIQ14
OMIM:612469	WAGRO
OMIM:612474	DEL1q21
OMIM:612475	DUP1q21
OMIM:612502	COLEC11
OMIM:612513	DEL2p16.1-p15
OMIM:612514	SLI4
OMIM:612515	DCAF17
OMIM:612517	DNAAF2
OMIM:612521	IDDM21
OMIM:612525	IHPS5
OMIM:612530	DEL1q41q42
OMIM:612554	MYP16
OMIM:612557	CLLS3
OMIM:612558	CLLS4
OMIM:612559	CLLS5
OMIM:612566	IBD24
OMIM:612570	FBN2
OMIM:612571	LNCR3
OMIM:612573	MPVQTL1
OMIM:612574	MPVQTL2
OMIM:612575	MPVQTL3
OMIM:612576	SHFLD3
OMIM:612578	STQTL15
OMIM:612579	STQTL16
OMIM:612582	DEL6pter
OMIM:612586	ANIB9
OMIM:612587	ANIB10
OMIM:612589	CRCS8
OMIM:612590	CRCS9
OMIM:612592	CRCS11
OMIM:612593	LNCR4
